title（注意，所有单元格都不要包含换行符）,variant,price,imgUrl,link,l2,l3,inviteId,modelId,final_1688_link,price judge,上传日期,itemid,最大价格,价格档位,空置，该列请勿删除，否则会导致数据错乱,l4
Crolla Ally 婴儿游戏围栏，带滑动门，适合新生儿至 4 岁宝宝，婴儿床，Katil Baby,灰色（新）,218,https://cf.shopee.com.my/file/my-11134207-7r98z-lzrdadfu5x7t67,http://shopee.com.my/product/1644408/10175587694,玩具,婴儿与幼童玩具,IVCN202605262433,233182810319,https://detail.1688.com/offer/945372799175.html?fromkv=cbuPcPlu,1688三档价,5月26日,10175587694,218,高价品,,游戏围栏和游戏围栏
Bollie Baby O-choc 便当盒，带不锈钢食品罐,哑光粉色,58,https://cf.shopee.ph/file/ph-11134207-7r991-m09o43jthfn2c0,http://shopee.ph/product/295214037/17583172079,哺育必备品,餐具,IVCN202605262435,233226787115,https://detail.1688.com/offer/970186294680.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,17583172079,58,高价品,,婴儿食品容器
独立套装 - Neilmed 240毫升瓶装鼻腔冲洗盐包（无包装盒）,80包组合装,28.74,https://cf.shopee.vn/file/sg-11134201-7renq-m20caend10jb69,http://shopee.vn/product/1275820471/26766062624,婴儿保健食品,鼻腔护理用品,IVCN202605262437,233399411687,https://detail.1688.com/offer/1019234454595.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i42&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,26766062624,28.74,高价品,,
独立套装 - Neilmed 240毫升瓶装鼻腔冲洗盐包（无包装盒）,50包组合装,7,https://cf.shopee.vn/file/sg-11134201-7repy-m20caf40e24c71,http://shopee.vn/product/1275820471/26766062624,婴儿保健食品,鼻腔护理用品,IVCN202605262439,233399411688,https://detail.1688.com/offer/523366287441.html?tracelog=p4p&spm=a26352.13672862.offerlist.24.4db59bb6NEKVU0&clickid=7e19dd00e96d44babb845f8ea7408de9&sessionid=1ab1fa06f06559598f99f900cf703612&_p_isad=1,1688三档价,5月26日,26766062624,7,中价品,,
Sweet Cherry 婴儿健身游戏垫及婴儿活动中心，带音乐和灯光 SC1166 儿童三合一游戏健身学步车,灰色的,37.97,https://cf.shopee.com.my/file/my-11134207-7rash-m6c4939tami134,http://shopee.com.my/product/24660560/29926415181,玩具,婴儿与幼童玩具,IVCN202605262441,233810172308,https://detail.1688.com/offer/825338614984.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,29926415181,37.97,高价品,,游乐场和游戏垫
智能八轮遥控机器狗 - 可360度旋转、爬墙、播放音乐,狗耳朵传感器，1节电池（基本型）,38.36,https://cf.shopee.vn/file/vn-11134207-7ra0g-m6s3mjzk0fug36,http://shopee.vn/product/600571011/26965621095,玩具,玩具机器人,IVCN202605262443,234152180305,https://detail.1688.com/offer/847794106615.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i3&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,26965621095,38.36,高价品,,
🧸16厘米大象毛绒动物抱枕，时尚超柔软熊毛绒动物玩具睡眠娃娃礼物,兔子🐇,1.56,https://cf.shopee.co.th/file/th-11134207-7ra0n-mcvghclt8vom11,http://shopee.co.th/product/902791882/27785588981,玩具,娃娃与毛绒玩具,IVCN202605262445,234196350396,https://detail.1688.com/offer/1014890909650.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,27785588981,1.56,低价品,,毛绒玩具
Imani PRO 收集杯 | 吸奶器配件 x1,Imani PRO 收集杯 | 吸奶器配件 x1,5,https://cf.shopee.ph/file/ph-11134207-7ra0s-mbpdpj7iumgre5,http://shopee.ph/product/282652569/41957061819,哺育必备品,哺乳用品,IVCN202605262447,234331139464,https://detail.1688.com/offer/964218637706.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,5月26日,41957061819,5,高价品,,吸奶器及配件
NIKO 六边形积木拼图玩具既有趣，又能促进儿童的启蒙和早期教育。,（彩盒）82 件,3.21,https://cf.shopee.co.th/file/th-11134207-7ra0u-mcagprknf5tw7c,http://shopee.co.th/product/1269061031/40509974591,玩具,积木玩具,IVCN202605262449,234373891585,https://detail.1688.com/offer/683447783884.html?fro,爆品竞价,5月26日,40509974591,3.21,低价品,,
儿童餐具礼盒套装，新款 3D 恐龙造型竹纤维餐盘，有 2 种颜色可选。,绿色的,12.62,https://cf.shopee.co.th/file/th-11134207-81ztc-me7dspo90lxcc9,http://shopee.co.th/product/173108071/44017351204,哺育必备品,餐具,IVCN202605262451,234479404628,https://detail.1688.com/offer/644491752549.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,44017351204,12.62,中价品,,婴儿餐具
儿童餐具礼盒套装，新款 3D 恐龙造型竹纤维餐盘，有 2 种颜色可选。,粉色的,12.62,https://cf.shopee.co.th/file/th-11134207-81ztq-me7e1v7d8ooz67,http://shopee.co.th/product/173108071/44017351204,哺育必备品,餐具,IVCN202605262453,234479404629,https://detail.1688.com/offer/644491752549.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,44017351204,12.62,中价品,,婴儿餐具
5英寸IPS显示器，婴儿监视器，带摄像头和双向音频、夜视功能的视频婴儿监视器。,ABM570（5英寸屏幕）,180,https://cf.shopee.com.br/file/sg-11134201-7rd3p-m6wc9l0kw5jg45,http://shopee.com.br/product/1625208071/41668789989,婴幼儿居家防护用品,儿童监视器,IVCN202605262455,234499387359,https://detail.1688.com/offer/777133997661.html?kj_agent_plugin=aliprice&fromkv=xytTrace:213f867c17790962002276170e0de9&token=cs%2B9Rr2R8VJRN2bM%2BbwmTmOZ7%2FxXKF%2FwLp%2BMMO%2BYkeW6fF0HssXyUcDmtejEKh50,1688三档价,5月26日,41668789989,180,高价品,,
5英寸IPS显示器，婴儿监视器，带摄像头和双向音频、夜视功能的视频婴儿监视器。,ABM600（3.5英寸屏幕）,141.37,https://cf.shopee.com.br/file/sg-11134201-7rd5f-m7gemdv7aheeb9,http://shopee.com.br/product/1625208071/41668789989,婴幼儿居家防护用品,儿童监视器,IVCN202605262457,234499387360,https://detail.1688.com/offer/981181012401.html?kj_agent_plugin=aliprice&fromkv=xytTrace:2146938717790963361515950e0f19&token=avOlT0yA5v%2F5DmMoVW2Di2VQxvY%2FlEe%2ByaPL07dSDi1XMJy%2BXUsCDNkcKaXOHG6n,爆品竞价,5月26日,41668789989,141.37,高价品,,
【10片装】高品质儿童拼图地垫，加厚60x60厘米，配套泡沫大拼图，防震,灰色（2.5厘米），10个,66.32,https://cf.shopee.ph/file/ph-11134207-81ztc-mgrmxqs40xzh6f,http://shopee.ph/product/1629829722/57250969074,玩具,婴儿与幼童玩具,IVCN202605262459,234604785346,https://detail.1688.com/offer/992027822132.html?from,爆品竞价,5月26日,57250969074,66.32,高价品,,游乐场和游戏垫
2个装婴儿儿童安全冰箱锁 通用冰箱锁 简易3M胶粘橱柜抽屉锁,2件套 白色,1.1,https://cf.shopee.ph/file/ph-11134207-81ztn-mih45bu58076ed,http://shopee.ph/product/659470317/46053784358,婴幼儿居家防护用品,安全锁,IVCN202605262461,234632432593,https://detail.1688.com/offer/661683649065.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.ph&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,46053784358,1.1,低价品,,
自动安抚手套 - 棉质安抚掌垫，带遥控器，适合0-3岁宝宝睡眠 - BR,米白色,12.46,https://cf.shopee.com.br/file/sg-11134201-82622-mj9tpgw951j79e,http://shopee.com.br/product/191442102/44027945587,其他,,IVCN202605262463,234638872419,https://detail.1688.com/offer/1040253756466.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,44027945587,12.46,高价品,,
自动安抚手套 - 棉质安抚掌垫，带遥控器，适合0-3岁宝宝睡眠 - BR,蓝色的,13.94,https://cf.shopee.com.br/file/sg-11134201-82626-mj9tph8njsw5f4,http://shopee.com.br/product/191442102/44027945587,其他,,IVCN202605262465,234638872420,https://detail.1688.com/offer/1040253756466.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,44027945587,13.94,高价品,,
甜美彩色透明硅胶安抚奶嘴，可爱宝宝 OSPP,黄色 - [圆头],1.65,https://cf.shopee.com.br/file/cn-11134207-820l4-mlurt49xb94x1d,http://shopee.com.br/product/1018555738/18198677038,哺育必备品,奶嘴,IVCN202605262467,234661535562,https://detail.1688.com/offer/678321763915.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,18198677038,1.65,低价品,,
ORB 易捏超软芝士 - 挤压这款超大、有趣、柔软、慢回弹、超软的巨型芝士块，缓解压力 - 原味感官玩具,块状奶酪,8.97,https://cf.shopee.ph/file/sg-11134201-81zvw-mmzurvj8iewwf5,http://shopee.ph/product/237567308/25748086281,玩具,史莱姆与按压玩具,IVCN202605262469,234674794191,https://detail.1688.com/offer/1038675189752.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,25748086281,8.97,中价品,,
真正的 Bubee 电动吸奶器，双侧电动吸奶器，吸力强劲，并具有轻柔便捷的按摩模式。,机器 + 2 个静音漏斗,12.68,https://cf.shopee.vn/file/vn-11134207-7r98o-lld76wylzumg70,http://shopee.vn/product/768443676/17266988446,哺育必备品,哺乳用品,IVCN202605262471,235605558348,https://detail.1688.com/offer/738955367334.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,17266988446,12.68,高价品,,吸奶器及配件
BONIJOY 白噪音机——您安享宁静夜晚和白日时光的终极伴侣,BONIJOY 白噪音机——您安享宁静夜晚和白日时光的终极伴侣,96.71,https://cf.shopee.com.my/file/my-11134207-820lb-mfc5rfno6aru26,http://shopee.com.my/product/383777637/25557611987,婴幼童家具,婴幼童床垫与寝具,IVCN202605262473,235974230973,https://detail.1688.com/offer/986368832358.html?spm=a26352.b28411319/2508.0.0,爆品竞价,5月26日,25557611987,96.71,高价品,,其他
12/0、8/0、6/0 玻璃珠供应,白色，6/0,2.77,https://cf.shopee.com.my/file/my-11134207-7r98o-lkkjwflc1i5i3e,http://shopee.com.my/product/167919685/23851719443,玩具,益智类玩具,IVCN202605262475,236055025913,https://detail.1688.com/offer/981100162653.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.com.my&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,23851719443,2.77,低价品,,艺术品/美术品/diy品
迷你厨房套装 - 真实烹饪厨房玩具,47 粉色细节,33.78,https://cf.shopee.vn/file/vn-11134207-7r98o-lt504v92bao4bb,http://shopee.vn/product/41808788/25110788957,玩具,过家家玩具,IVCN202605262477,236151755688,https://detail.1688.com/offer/1013414165249.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,25110788957,33.78,高价品,,
发光磁性积木——男孩女孩的益智玩具,66 件,49.9,https://cf.shopee.vn/file/vn-11134207-7r98o-lw8e0bo3xskbb1,http://shopee.vn/product/610842125/26202038133,玩具,积木玩具,IVCN202605262479,236417251526,https://detail.1688.com/offer/722787384127.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i0&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,26202038133,49.9,高价品,,
DreamWhale 婴儿头部塑形套装，透气面料 - 新生儿礼品套装（婴儿头部塑形枕+枕套、长枕+枕套、毯子、头枕）,洗澡兔（粉色）,97,https://cf.shopee.co.th/file/th-11134207-81ztg-mg6spi0ak4y051,http://shopee.co.th/product/2251534/26903177897,婴幼童家具,婴幼童床垫与寝具,IVCN202605262481,236458082157,https://detail.1688.com/offer/952212676917.html?spm=a26352.13672862.offerlist.4.1f8e70c7JtXHKu&offerId=952212676917&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5866911248876&trace_log=normal&uuid=dc950f1998d04bd1a72d1558f540a7b3&forcePC=1779266278831,1688三档价,5月26日,26903177897,97,高价品,,枕头和抱枕
（含免费充气泵）巨型维京高级增高跳跳球，无异味，色彩鲜艳，Anhdochoi,粉色的,4.3,https://cf.shopee.vn/file/vn-11134207-7r98o-lzulhn9giy4t24,http://shopee.vn/product/351644026/28910450205,玩具,运动与户外玩具,IVCN202605262483,236743512355,https://detail.1688.com/offer/756454908811.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i4&source=action%23offerItem%3Borigin%23cf.shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,28910450205,4.3,中价品,,运动玩具
超大号幼儿园床垫，80x140厘米，加厚双层柔软蓬松纤维，带扣环。,Jumbo - Fat Cat，双层纤维,13.15,https://cf.shopee.co.th/file/th-11134207-7rasm-m3f5nsqnoew796,http://shopee.co.th/product/50435278/22865042713,婴幼童家具,婴幼童床垫与寝具,IVCN202605262485,237115472522,https://detail.1688.com/offer/747349313672.html?spm=a26352.13672862.offerlist.130.70261e62y9dITv&offerId=747349313672&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5152088160909&trace_log=normal&uuid=06701d6c07dd4ad593cf0e393493b703&forcePC=1779258854178,爆品竞价,5月26日,22865042713,13.15,高价品,,其他
益智数学玩具 12x12 和 12+12 - 1 到 100 的数字，彩色硅胶材质，带挤压泡泡功能,12 * 12 和 12 + 12 双面,22.99,https://cf.shopee.com.br/file/sg-11134201-7rfhw-m3x74uzivhr174,http://shopee.com.br/product/1419218663/27420995741,玩具,益智类玩具,IVCN202605262487,237165517814,https://detail.1688.com/offer/820663367706.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23cf.shopee.com.br&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,27420995741,22.99,高价品,,艺术品/美术品/diy品
白色带链夹的婴儿安抚奶嘴，批发,26,3.93,https://cf.shopee.com.br/file/cn-11134207-7ras8-m40245aoy0vrcf,http://shopee.com.br/product/911045503/27465791769,哺育必备品,奶嘴,IVCN202605262489,237175203407,https://detail.1688.com/offer/718000623945.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,爆品竞价,5月26日,27465791769,3.93,低价品,,
16 个房间，400 多个零件，2 个娃娃屋人偶，小狗，70 件家具，配件，LED 灯，女孩娃娃屋剧院礼品套装，儿童玩具，仿真玩具，女孩城堡屋。,16 个房间，400 多个零件，2 个娃娃屋人偶，小狗，70 件家具，配件，LED 灯，女孩娃娃屋剧院礼品套装，儿童玩具，仿真玩具，女孩城堡屋。,29.04,https://cf.shopee.co.th/file/cn-11134207-7ras8-m4pwu2d286iff0,http://shopee.co.th/product/162355284/26522869838,玩具,娃娃与毛绒玩具,IVCN202605262491,237247729973,https://detail.1688.com/offer/857660628292.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i9&source=action%23offerItem%3Borigin%23shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,26522869838,29.04,高价品,,娃娃屋及配件
3/4个装 170毫升 婴儿辅食储存盒 玻璃便携式密封储物盒 婴儿玻璃固体食物碗 Bekas Makan,🔥3瓶黄色(180毫升),8.7,https://cf.shopee.com.my/file/my-11134207-820lf-mmtzdm54gf0lb4,http://shopee.com.my/product/527064802/26974245079,哺育必备品,餐具,IVCN202605262493,237305904227,https://detail.1688.com/offer/943781771260.html?kj_agent_plugin=aliprice&fromkv=xytTrace:0,1688三档价,5月26日,26974245079,8.7,中价品,,婴儿食品容器
多功能四轮电动卡丁车，带遥控器 - 可折叠儿童电动卡丁车（2至5岁）,红色的,109.5,https://cf.shopee.vn/file/vn-11134207-7ra0g-m73gorqivfs19f,http://shopee.vn/product/974246811/28628871218,玩具,运动与户外玩具,IVCN202605262495,237480504954,https://detail.1688.com/offer/829755548355.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i2&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,28628871218,109.5,高价品,,自行车、滑板车和乘骑车
超大号幼儿园床垫，80x140厘米，加厚双层柔软蓬松纤维，带扣环。,巨型太空恐龙，双层纤维,13.36,https://cf.shopee.co.th/file/th-11134207-7rasa-m7f225psq4jjf9,http://shopee.co.th/product/50435278/22865042713,婴幼童家具,婴幼童床垫与寝具,IVCN202605262497,237525793059,https://detail.1688.com/offer/747349313672.html?spm=a26352.13672862.offerlist.130.70261e62y9dITv&offerId=747349313672&sortType=&pageId=&abBizDataType=cbuOffer&hotSaleSkuId=5152088160909&trace_log=normal&uuid=06701d6c07dd4ad593cf0e393493b703&forcePC=1779258854178,爆品竞价,5月26日,22865042713,13.36,高价品,,其他
【HeroKiddy】婴儿游戏围栏，大号婴儿游戏围栏，钢架室内游戏围栏，透气网布,200*200厘米，灰色,39.9,https://cf.shopee.ph/file/ph-11134207-7rasd-m8oftoqk71y6a9,http://shopee.ph/product/855346852/19042111767,玩具,婴儿与幼童玩具,IVCN202605262499,237682228691,https://detail.1688.com/offer/1034610904206.html?spm=a26352.b28411319/2508.0.0,爆品竞价,5月26日,19042111767,39.9,高价品,,游戏围栏和游戏围栏
这款超级可爱的电池驱动钢琴可以播放婴儿音乐，而且包装精美，是完美的礼物之选。,这款超级可爱的电池驱动钢琴可以播放婴儿音乐，而且包装精美，是完美的礼物之选。,2.59,https://cf.shopee.vn/file/vn-11134207-7ra0g-m989vzhmbrk49f,http://shopee.vn/product/592785391/27235680797,玩具,益智类玩具,IVCN202605262501,237781539758,https://detail.1688.com/offer/941824842509.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i1&source=action%23offerItem%3Borigin%23shopee.vn&amug_biz=oneself&amug_fl_src=awakeId_982,爆品竞价,5月26日,27235680797,2.59,中价品,,音乐玩具
（等待 1-4 周）木乃伊软萌神秘盒。内含 LBLDUO 品牌软萌玩具：巧克力木乃伊、巨型木乃伊和迷你木乃伊，各种颜色。,巨大的绿色木乃伊💚,8.62,https://cf.shopee.co.th/file/th-11134207-7ra0r-mcd9ufo8zeccec,http://shopee.co.th/product/53771315/27873483020,玩具,史莱姆与按压玩具,IVCN202605262503,237946589792,https://detail.1688.com/offer/978757910109.html?fromkv=cbuPcPlugin:imageSearchDrawerCard&spm=a2639h.29135425.offerlist.i48&source=action%23offerItem%3Borigin%23cf.shopee.co.th&amug_biz=oneself&amug_fl_src=awakeId_982,1688三档价,5月26日,27873483020,8.62,高价品,,
